theta,phi,X0,Y0,Ne,s,r,rho,mask,worked_clusters,worked_stations,X0_opt,Y0_opt,Ne_opt,s_opt,loss
30.0,291.21475,-17.88387,-45.209045,21265.9,1.4153912,"[50.58010706594072, 53.08966765920947, 42.689593965450534, 39.17858868278911, 78.07555552642253, 79.31566985572748, 68.15404353945132, 66.50200370272754, 64.93537363488767, 60.867014202244995, 38.74168488213151, 44.22441522656735, 77.67531404234572, 67.21415976890687, 56.963022690306275, 68.69254953353928, 101.75049184228148, 93.7282511555787, 80.38948520246852, 89.18169073166868, 24.759881994553943, 16.0931359171935, 24.636640945093937, 30.633617295016645, 89.03376839500157, 97.12089698967044, 87.45420921227597, 79.31504293411022, 66.46817097351347, 53.047525899330296, 46.58082711107643, 61.05378401520937, 23.392218550444344, 29.255464472452683, 22.61514740551801, 13.224705449509354]","[0.4577080196723705, 0.589833799295309, 0.8263604306593174, 1.3464185886266753, 0.3677715615528386, 1.7134730772274294, 0.41645351888203036, 1.015054289160705, 0.7681475906837276, 0.496969444722664, 0.43326284645534135, 8.018848372668753, 2.4057446819979966, 1.8944867500444735, 3.2978592122473365]","[True, True, True, False, False, False, False, False, True, True, True, True, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, True, False, False, True, True, True, True, True]","[1, 3, 6, 8, 9]","[0, 1, 2, 8, 9, 10, 11, 20, 21, 28, 31, 32, 33, 34, 35]",-23.859592336999185,-29.559058659992004,27718.616661091237,1.6103661040119257,0.25503941239165384
30.0,192.72687,16.763288,-50.819622,37273.48,1.4280826,"[67.35772005182017, 73.45395845489884, 63.11226591731072, 56.054531425210804, 96.16571838468286, 100.73560292954875, 88.9670160018238, 83.86112077314743, 65.3670141665035, 67.12693784881473, 42.61745162503959, 40.240927433282664, 63.62576083101787, 61.67765064212819, 46.94981904501679, 49.68838999527989, 96.72274634363212, 95.81572842210848, 78.91965846879552, 80.05886061728017, 8.945914845806298, 16.519937655463885, 24.35794080478955, 20.37514778228598, 107.68674225687971, 121.27457711090467, 110.68192004702283, 96.9373075953415, 40.28939708519779, 34.99844793068219, 20.907786555918367, 29.5208702510922, 42.26877453229297, 50.83651329005716, 44.49455119749724, 34.62888477391966]","[1.3809851030024085, 1.3451234596531565, 1.3566661353518321, 1.1397436624620016, 1.325699796036976, 1.025522718342339, 0.716996810785154, 5.671357236257413, 4.070106802917108, 2.23052301784841, 4.593246230264989, 1.684511398396841, 2.5927369914403773, 7.746598342569862, 3.8862359233018826]","[True, False, False, True, False, False, False, False, False, True, True, True, False, False, True, True, False, False, False, False, True, True, True, True, False, False, False, False, True, True, True, True, False, False, False, False]","[1, 3, 4, 6, 8]","[0, 3, 9, 10, 11, 14, 15, 20, 21, 22, 23, 28, 29, 30, 31]",20.186716005341857,-49.113418577544074,83640.7593393256,1.655013181780655,0.13969482559775534
30.0,188.04199,-2.9897337,-15.317599,53130.867,1.3226458,"[26.494467402387837, 33.5868342746429, 26.357259987501056, 16.726807980694087, 55.724161089753906, 59.64884426478736, 47.9415981347997, 43.090531716155915, 33.40422772341703, 29.65343046002969, 6.798970521720345, 17.49626155878303, 44.281123158828535, 34.64296950201957, 25.712654502735965, 37.86452469064642, 69.47394686231763, 64.3048171994499, 48.91038257120153, 55.462094449958954, 42.064543452818455, 40.64021478732658, 54.980316640848166, 56.13153053297123, 69.2540035264342, 81.86582682319407, 71.01488144729007, 58.23601097464876, 40.70242556708425, 27.34861568605713, 32.45138841712374, 44.660296720254735, 16.73548973885366, 25.925026780403883, 33.11788863603111, 26.75653792462607]","[1.6152324472985615, 1.9122594740332624, 3.604984864955995, 4.436945406402029, 0.7546341909867961, 0.8196597237412522, 0.32591928796070374, 3.416684342593681, 5.124244384649322, 3.388882773678477, 28.280752461131026, 21.024389964778248, 3.4374616494992885, 4.306544617908756, 6.056547528359947, 2.111740046884955, 0.3469997062915709, 0.5071349896308852, 0.9447725989469666, 2.466060402916699, 0.47978168217147266, 0.7426866398351948, 1.811813290526227, 8.934531996889811, 3.27149724088064, 1.4722398141535316, 4.22045334083278, 2.3790229021049125, 2.3015846566456117]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, False, False, False, False, False, True, True, True, True, True, True, False, True]","[1, 2, 3, 4, 5, 6, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 28, 29, 30, 31, 32, 33, 35]",-0.036831920481924185,-12.970981885708968,45696.77765167221,1.0865263722447556,0.23265137405316275
30.0,244.80164,27.705488,-43.800728,103584.35,1.2496368,"[73.55713123762077, 82.83239070666646, 75.32227756164767, 65.2229915402613, 96.34929526426015, 103.96128626568776, 94.65650646137244, 86.40739779692208, 62.70357422915335, 68.55346918788804, 49.121771550744896, 41.35359787915389, 50.16054502781229, 50.79277604030201, 37.533743560140486, 37.171745584404775, 80.06991146134395, 81.00009127478464, 65.93283770208012, 64.80863448821091, 21.293692465779788, 29.905008805622078, 35.128835175646145, 28.64846549451648, 98.14756891272161, 112.29576208839354, 103.47619332051595, 89.05348721420441, 27.95467472144223, 25.278324460808804, 11.634134836820838, 18.05540032864814, 55.70217782480121, 66.61723870328792, 62.489255406521735, 50.998668109752536]","[1.4344573747820968, 2.157336146366305, 1.5349560757962668, 0.757701104370559, 1.0094365513906245, 0.5075622168256015, 1.3802734816946634, 2.6362952662677297, 1.036162601738441, 1.582586547223533, 2.5491605444652277, 3.945287044455365, 8.37380784313853, 0.3629510813369983, 1.6178639560210994, 0.5041366761050573, 4.905230388408754, 3.457264565839999, 1.8544980302089595, 3.2632020188540944, 10.501389823308804, 9.025703116161067, 64.34550517942846, 20.174411738791115, 2.3429610016869336, 0.9479371876251405, 1.654283666029209, 2.287562663962201]","[True, False, True, True, True, True, True, False, True, False, True, True, True, True, True, True, False, True, True, True, True, True, True, True, False, False, False, False, True, True, True, True, True, True, True, True]","[1, 2, 3, 4, 5, 6, 8, 9]","[0, 2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 28, 29, 30, 31, 32, 33, 34, 35]",27.800326579977117,-33.619550192074115,83604.74649317292,1.4232661752476479,0.29042372464527316
30.0,79.86044,31.483852,43.95368,136461.12,1.2887666,"[67.92676622948336, 78.26577393504118, 84.06795748349336, 74.63207575912627, 58.31466971399027, 70.32402793707311, 72.5135568665831, 61.0520989313743, 43.87576616749323, 52.58215355177641, 68.93726033213044, 62.783683012114736, 31.01237110692266, 31.02369147619833, 43.54321587769096, 43.78037829621326, 5.673710156845093, 8.686088566957551, 16.432988399957257, 15.571530918467122, 90.25591426167053, 93.02437322397809, 104.75034242336126, 102.3795719796415, 42.11323147053482, 55.72491817121417, 52.9303535127408, 40.92367283780805, 55.781247847778154, 54.117931118467816, 67.39463896720989, 69.12524932388456, 85.43330748730351, 93.41344909639754, 101.84867703625576, 94.67128460633846]","[1.4357552295777856, 0.7108834731142695, 1.6768505660499013, 2.574881220736154, 1.327001830426658, 3.5761769224957716, 3.72306021248422, 4.433912838377603, 5.120872360904042, 6.336577781816808, 0.6339957983028598, 2.3809118968684495, 19.172917052013116, 15.022068488888623, 5.891114473342895, 4.81858994902634, 26.985761595935355, 32.00046318333323, 67.22475261223025, 54.30191319163252, 1.3917914432723346, 0.3716139031983003, 0.8666610754117732, 0.6553426657508058, 4.0763438474841225, 1.9447151117208528, 5.3246595510622345, 3.9268975577703333, 2.150239559208474, 5.070703785593916, 1.9816096599509077, 1.4468245208263397, 3.028390065925877, 1.6663092665556, 0.5489884444126268, 1.5008536780752786]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",28.03390282166678,36.41013388718026,131273.92971501194,1.1468001502142067,0.2900303588682947
30.0,97.40564,24.48575,17.044607,35614.56,1.3805518,"[51.779843678731176, 63.56082835921718, 67.6330519601678, 56.61332827178546, 49.91888546750683, 61.85547725477433, 61.108038965462924, 48.88408122267322, 21.337103421129047, 32.99279209690533, 46.68516908110913, 39.04718325305206, 14.523282134373936, 6.952805053000955, 19.704084567448277, 23.22806483319668, 27.587363818785235, 23.997578464390536, 9.046390092786504, 16.167141215699495, 67.41340761216348, 70.96636743038285, 82.63902807706688, 79.56657139448401, 45.26171270035141, 59.89270657801934, 53.907754703788555, 39.50396145185086, 35.02979708854144, 30.674172870868333, 43.92668270670083, 47.176819663517385, 65.97374982811263, 75.44251796386767, 83.11151712805683, 74.56308062369799]","[0.5933581510695015, 0.9095207220170555, 1.0543154870591511, 1.381680551098614, 1.8137215477664295, 0.41229455027638406, 9.037597150337405, 0.5434792852256356, 2.1934093135159185, 7.423469933067879, 26.567336989612112, 6.0790242945275645, 6.045596628654293, 1.1428767224637473, 1.6387966347903737, 5.31877940747796, 1.0482948727724026, 1.0125287240598257, 0.4713198669799944, 0.7536408105274525, 3.026274827922262, 3.9372008021284888, 5.504945065917037, 2.0685857389031383, 2.6486953947602245, 0.9350380519541297, 1.0224821545728822, 1.2713062872246996]","[False, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, False]","[1, 2, 3, 4, 5, 7, 8, 9]","[1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]",22.78300644979776,7.509086235094069,57777.900041941364,1.5084795097563253,0.3031137819499786
30.0,295.948,-15.947714,2.785671,68167.02,1.2743726,"[13.635945024073557, 24.360182636088258, 24.639100822400646, 12.953597229502801, 36.736369782897555, 41.0030532632668, 32.13202356082427, 25.864402549462426, 25.81356571396289, 18.194468307459594, 6.597292968112015, 17.67566553850005, 52.96818556938663, 38.7256495258552, 36.60198982000644, 50.9890500606754, 68.12415240163412, 57.09675548685259, 46.65875794841092, 59.18627750095055, 53.89604050956143, 51.761454146192484, 64.32215291004738, 65.83035697253543, 46.91932734154867, 55.07805690699732, 45.352464372252804, 37.15983442048856, 56.482704927630756, 42.586942845957395, 48.158580021401995, 60.207133569461774, 24.820470466189835, 32.85075971969284, 42.45526456153377, 36.13790773052925]","[42.13914057103599, 5.512840864134997, 5.04974621098216, 13.30644764551302, 3.701963439220335, 5.249932408332825, 7.772782953774056, 10.27472717006032, 4.962808475261781, 21.227778458013763, 14.844161708180495, 7.668842629688541, 1.181565770288793, 2.702543466556363, 2.350714875430595, 2.26444769196394, 0.5095078632598969, 0.6796181111074074, 2.81968858183884, 0.7761797708709065, 1.0378149042769176, 1.2596503081845074, 0.7678830042117979, 0.44639036059379567, 0.7301915618704586, 3.209882029672948, 2.866705198113511, 1.7633736133575435, 5.3619211766777966, 5.839773067613927, 0.8202346904975611, 2.835274287840215]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, False, True, True, True, True, False, True, True, False, True, True, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 24, 25, 26, 27, 29, 30, 32, 33, 34, 35]",-14.612510319432928,1.2348358514451137,75696.62282184014,0.8256143106267863,0.17552582844756892
30.0,198.03229,-8.694351,-15.668354,17948.404,1.4063667,"[25.75504267220445, 31.93999176287512, 23.208522204007394, 14.338504740956656, 55.89722942093776, 59.4814408283543, 47.39329293813824, 43.085737031158125, 36.609130253664325, 31.974282806645, 11.551605148982055, 22.382727294005484, 47.89112367100139, 37.58907846398357, 30.167603608381587, 42.64969171155079, 70.62642478894473, 64.9416370647883, 50.454100935097976, 57.61926442804315, 43.43321459623626, 40.63210426223875, 54.7169437873355, 57.01464288686249, 68.65144554845446, 80.9768413510557, 70.14711053721683, 57.71447571780524, 46.16070311897197, 32.64155782506838, 37.38472516442951, 50.134034306081325, 11.938582087796263, 20.91582883506018, 28.228230797442304, 22.930292132919593]","[1.2416695131034383, 2.0414803449700516, 2.152932489790567, 1.4901995295431554, 0.6776210374948454, 24.347910066930257, 2.8785241813194458, 0.5042497522947265, 0.35947240979933154, 0.9219020423365802, 0.7450576962494269, 0.6066653423193024, 1.7529791448174452, 0.9505826889014826, 0.8974126199396644, 1.0725257963669008, 1.8859850924189496, 0.9886545197265904, 1.7492725718312148, 0.3265304854366837]","[True, False, True, True, False, False, False, False, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, True, False, True, True, True, True, True, False, True, True, False, True]","[1, 3, 4, 7, 8, 9]","[0, 2, 3, 8, 9, 10, 11, 12, 13, 14, 15, 24, 26, 27, 28, 29, 30, 32, 33, 35]",-6.871999999999995,-12.630000000000003,90592.9795468151,1.9373868423514362,0.34518101430361897
30.0,261.1398,-16.72974,56.455254,13232.371,1.4565233,"[38.77257784923343, 42.39126376763415, 52.812444894319015, 50.07746132278935, 13.102297687200203, 22.241682881097226, 29.311998910158373, 23.41954899164562, 39.05616851771741, 31.780083980817363, 52.8856559953255, 57.77530258923658, 67.57956439733556, 56.01585439686657, 65.91266878902717, 76.08219250522352, 55.14208518708401, 41.03784464646778, 46.99991735465285, 59.92849970575069, 100.86499748470872, 98.50383022400449, 110.9013403455672, 113.03133275689532, 7.602637518033136, 8.35440849390735, 4.289311774677313, 13.926956623900338, 87.60742049022934, 77.8005745596837, 89.11772760554265, 97.71251487610559, 66.28265669682355, 68.18494286396484, 79.74339332171375, 78.18812537625016]","[0.5014215755026514, 1.0607750495759452, 0.7600942853747344, 0.3977308004367641, 2.0838105460492575, 0.4004935120663991, 1.855644692734974, 0.6526026693059176, 0.8896227653433637, 0.4058053671586803, 0.6682640623028685, 1.2855547957304045, 0.44880248606204975, 0.727104250250793, 5.817621582891882, 0.8240068649373402]","[True, True, True, True, True, True, False, True, True, True, False, True, True, False, True, True, False, False, False, False, False, False, False, False, True, True, False, True, False, False, False, False, False, False, False, False]","[1, 2, 3, 4, 7]","[0, 1, 2, 3, 4, 5, 7, 8, 9, 11, 12, 14, 15, 24, 25, 27]",-20.556999999999995,64.708,104944.0141053414,1.9764797399408245,0.27350419826891725
30.0,57.394257,-16.388445,-28.421202,41176.668,1.3807473,"[30.14578305035012, 37.57437599658323, 29.249803028271526, 19.727792183251974, 57.46155554149315, 62.3885976232577, 51.507992638822294, 45.81775704439325, 31.764129511633435, 29.061828615776264, 6.9786570825490255, 17.01985687256679, 57.55957536442415, 46.92812371178897, 39.79035214391284, 52.44655010185546, 78.33773332715364, 71.89558068237717, 58.99188718701987, 67.45775173127247, 36.07550735078045, 30.331969707166014, 42.56837025352204, 47.16138169079707, 73.43149110971643, 85.00086680784807, 74.84632718561598, 63.37796828400168, 55.074193723364786, 40.82253967178077, 41.778305958482605, 56.19680909044197, 11.759010251166671, 23.096683861882145, 25.916288656913206, 17.73095241730597]","[4.5007474538756576, 1.651727026555596, 5.232293067908868, 4.720760554802126, 0.3613320111138064, 0.4729376878680252, 0.49831218472341204, 0.49502120875730743, 1.3929466467078138, 2.105009628505241, 8.312982756917068, 6.067128443136447, 1.3558237654406848, 0.8227302715545747, 0.9501343820153212, 1.3371472496811936, 0.7439186660254873, 4.575855484822901, 4.860448401148726, 2.8677344685647546, 2.666817569151157, 3.4189849365048293, 1.0585933923721313, 0.863069168678144, 26.098440333110528, 7.435565314641812, 7.149359075034536, 24.60937092943889]","[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, False, False, True, True, True, True, True, False, False, False, False, False, True, True, True, True, True, True, True]","[1, 2, 3, 4, 5, 6, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 19, 20, 21, 22, 23, 29, 30, 31, 32, 33, 34, 35]",-16.46709350232048,-34.43084417102896,68183.94446748703,0.9066822075572353,0.19850062714285502
30.0,314.88513,11.110891,-69.042145,20917.215,1.4429141,"[78.7102861878086, 83.45187215141031, 73.8639449501002, 68.16562091520872, 105.41987031117168, 108.56306931689934, 97.73192193514477, 94.01336568291073, 82.42859336386172, 83.26473479521684, 60.94536851604439, 59.08821579040612, 82.63510187017246, 77.80570219385926, 63.96967200793543, 69.33931070788897, 113.77252317821956, 109.76661835941368, 93.96879581755368, 98.11619688301883, 12.931935051325167, 17.463449836773794, 13.899258666327821, 4.792716666925841, 113.94666601477715, 124.43396354500695, 114.5098433888956, 103.78873597169017, 60.61563596941999, 53.58342490815144, 39.91913186357648, 48.35107793865492, 54.395607847303324, 61.55573115893765, 54.66940585453344, 46.02328808544653]","[0.43114279283256063, 0.4661860535057579, 1.2751618718228688, 1.517051603735947, 0.5040030199580076, 0.996472813734194, 0.3981046923776952, 0.3402903221729325, 4.519339014844196, 1.4181135267746157, 3.2217931456682156, 2.7194359317058465, 1.5807400752858418, 0.49980111965319, 0.5397256009462402, 0.9237206200274024, 0.7700089637826127]","[False, True, True, True, False, False, False, False, False, True, False, True, False, False, False, False, False, True, True, True, True, True, True, True, False, False, False, False, False, False, True, True, False, True, True, True]","[1, 3, 5, 6, 8, 9]","[1, 2, 3, 9, 11, 17, 18, 19, 20, 21, 22, 23, 30, 31, 33, 34, 35]",15.250673089722543,-68.05766107763696,118628.66420161098,1.9350885171965313,0.26605468081399836
30.0,262.70023,-3.523982,-57.64281,46366.35,1.3319424,"[65.0209767574176, 70.3119412153064, 60.44724797466445, 54.29565100879201, 91.29940999625676, 95.2675253909777, 84.61643463687066, 80.18610522985784, 70.48962581081342, 70.0927252342993, 48.15407517823789, 48.94773443033434, 72.3401158354755, 65.41927246970435, 53.76228642473402, 62.05598676794371, 98.00093938651793, 93.28238570153125, 79.3400507664312, 84.58051477441346, 10.70274670915251, 2.4576536569252876, 10.239393561786878, 14.982217415339994, 97.4960631826278, 108.30076338830293, 98.9455763222673, 87.93986929218894, 57.73985738952957, 46.93626696673841, 37.85658442793155, 50.86528447318247, 39.76381596107264, 47.417658355629186, 39.66369699568429, 30.271458680749472]","[1.8070074843197332, 4.703210621345334, 0.547723890077777, 1.8289078299592179, 2.215139749573498, 1.3163318721259512, 0.5599375269035013, 0.9981723638569434, 0.49464086570390836, 0.5003509179847996, 0.6316561342739477, 6.790665591635355, 14.445541835412746, 4.115804302983167, 1.8368439703452877, 0.41591385152281773, 0.858963717047761, 0.7276153419075941, 1.4693259102542224, 0.8286253163000431, 1.6798491521579462, 1.4503302007186702, 1.3030466691749851, 2.220983730583656, 2.136977707467428, 4.782997980350401]","[False, True, False, True, False, False, False, False, True, False, True, True, False, True, True, True, False, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True]","[1, 3, 4, 5, 6, 7, 8, 9]","[1, 3, 8, 10, 11, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",-9.53166444446549,-53.66644146597665,69964.60596266692,1.5857729661877324,0.20143744413571327
30.0,191.34616,8.549305,-6.014874,14142.337,1.4775798,"[27.959956629882445, 37.72556009879187, 34.6473974007121, 23.970371072610135, 51.63368127071966, 57.8329717608969, 47.95446695872781, 40.45504384997854, 21.414691254594842, 21.353600134852616, 6.259215873056629, 8.622193185154298, 30.901726746035845, 21.253738637491125, 13.516659793890556, 26.536130418984794, 56.43470133795836, 52.48597874005404, 36.38387361068666, 41.94355156894447, 49.66708275285262, 49.96212406684233, 64.09860862186254, 63.97128494347889, 62.21028932075602, 76.11087587503445, 65.77275325121161, 51.58197512338133, 32.95186799239753, 20.687521234104647, 31.73635811740005, 41.20890034230912, 29.66149623058341, 38.354204294377524, 45.956192736317114, 39.19191126472214]","[1.1112106645979531, 0.849277326246587, 2.2664235495939486, 1.4723275856273927, 1.4897892933066297, 1.9786348793564772, 1.5091191886401756, 2.810620316644994, 5.165156794757378, 2.4749256852196484, 0.4389026179546262, 0.6918803129981203, 0.8772501676547816, 1.4559360357319435, 0.3717234812495185]","[False, True, False, True, False, False, False, False, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, True, False, True, False, True]","[1, 3, 4, 8, 9]","[1, 3, 8, 9, 10, 11, 12, 13, 14, 15, 28, 29, 31, 33, 35]",13.309638710343178,2.3287473478187497,31735.97896768732,1.6134671920632142,0.19873706205521843
30.0,290.096,36.359253,39.14517,10255.2295,1.4445127,"[69.45475346306826, 80.89529240698339, 86.02546863601616, 75.19446378188272, 62.77315607969583, 74.82243841845687, 76.20705436363718, 64.21447385518985, 37.34419802626571, 49.703844078762465, 61.79900043011283, 51.853445671466865, 23.3927203749382, 28.64141332394636, 40.637112687915035, 36.61395567327779, 6.64151462196436, 14.383502397581122, 16.65793885192711, 8.664858687682896, 90.81983617162132, 95.04556308946435, 106.76722853870126, 102.90093272174722, 46.10540377776722, 58.53374623738929, 56.468438890911926, 45.23642610717988, 47.82263918175892, 50.04062037836944, 63.34548503742129, 61.05681405327397, 85.36079245038293, 94.93194450773576, 102.95735417768044, 94.05654537952621]","[1.3009483312688221, 0.40134405944405527, 3.192716982306503, 1.3954195125800806, 0.7748472072729249, 1.4502640541006877]","[False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[4, 5]","[13, 15, 16, 17, 18, 19]",36.29866216017861,45.57538766091097,40084.34505893188,1.8194907884704028,0.10291923908809798
30.0,63.05153,37.735397,-64.63829,31701.91,1.4190973,"[91.41635337198815, 100.96858914988591, 93.57751315383575, 83.37689341727899, 113.27105144358602, 121.4325180747885, 112.43936428827662, 103.72920037120547, 73.68450527055003, 81.81078890672765, 64.78596496688698, 54.78865362321211, 66.40445522571848, 69.94416367859164, 57.03307252828912, 53.11689158224435, 97.91186802234616, 100.73290999467316, 85.49289124184995, 82.7620752494692, 31.97851606429551, 41.30312023273802, 39.76546580321876, 30.41075920571962, 119.94482867243126, 134.6762652241185, 125.65554084616234, 110.81728651004617, 41.242048899319585, 44.35135040282213, 31.278004582428206, 27.414347136531767, 73.86930481379196, 84.60555415994615, 79.71927146382382, 68.46474600532342]","[1.1550117193198786, 0.5082661149705329, 0.8882192395082333, 0.3126230454299508, 0.7400887041557125, 0.45151204415937746, 1.7647110834354305, 0.6372865471171169, 0.9646422979308338, 0.9003687740826024, 0.7160991975447025, 1.069809514574888, 0.4773110878176805, 2.6134012675866845, 1.0040920318626774, 0.4654886064732947, 0.8623408289944252]","[True, False, True, False, False, False, False, False, True, True, False, False, False, False, True, True, False, False, False, False, True, True, True, True, False, False, True, True, True, False, True, True, False, False, True, True]","[1, 3, 4, 6, 7, 8, 9]","[0, 2, 8, 9, 14, 15, 20, 21, 22, 23, 26, 27, 28, 30, 31, 34, 35]",8.037611759208168,-32.6391380946193,107462.6577476077,2.0,0.2699113581171219
30.0,267.09967,-20.209064,52.55284,129702.336,1.2170006,"[35.04204140417579, 38.516033322785056, 49.031533792077006, 46.39651725017438, 8.881229803239286, 18.551301953965392, 25.328163392028376, 19.501973324155948, 37.612822336152036, 29.269429360092854, 49.65653988379768, 55.06654873723698, 67.62114180660969, 55.430639288362215, 64.45806713352862, 75.22347069320261, 57.91582213026223, 43.61481781220816, 47.85574275630433, 61.287314160132475, 97.52112933811853, 95.01901999610499, 107.2987763461229, 109.51705782524064, 10.765248519803787, 10.643558125646228, 1.2274244778841605, 13.53634238121204, 86.27225187376224, 75.95494142436135, 86.73225571776614, 95.74366677943411, 62.62237798611203, 64.48680694766293, 76.0846790150391, 74.52363909643675]","[2.4902369917892826, 4.40413632043978, 2.191197217964544, 2.2527697246249128, 27.829522039832135, 10.651554276303546, 6.82150009201794, 17.56396090112081, 5.549669992632982, 6.411803931724735, 2.13948328320573, 2.0954819714150776, 1.2369072291909193, 0.8718729382607994, 0.998785401262888, 0.6584786787265684, 3.613771461858982, 2.9165136014542923, 0.3511062482508217, 0.5063991539361999, 48.1104123883131, 479.74716744771814, 73.29247637492854, 14.101063332906582, 0.8277440579926094, 1.2246294901138397, 0.7842802783338034, 0.6476104168630228, 0.5522741958862397]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, False, True, True, True, True, True, False, True, True, False, False, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 20, 21, 24, 25, 26, 27, 28, 30, 31, 34, 35]",-20.601847288393607,69.05746389606601,252868.69816086665,0.8001648800426462,0.12380396456110576
30.0,19.736145,-8.543127,45.503445,24295.875,1.4570434,"[44.24221388543176, 49.30315984273104, 59.99076149179312, 56.13520959756967, 21.84701760964442, 31.811139250344837, 37.05979626504019, 29.40187868876811, 36.554353068023744, 35.90125334695495, 60.5249045952246, 61.3532764367474, 54.51153046052614, 45.1539701337451, 57.806988699311546, 65.67346820141927, 39.65736395662957, 27.095060142250087, 33.19576764084727, 44.70793475969297, 102.51400417977995, 101.05858498927756, 115.21850721725896, 116.59539039402891, 8.051867323194873, 22.54318669384734, 13.988539115184947, 3.305219562669364, 78.7965086605824, 71.25464514180932, 85.17333803046107, 91.74350667988455, 73.20136135880306, 75.8097560317452, 88.45236270995257, 86.38419051327472]","[1.606609944890185, 1.3106215472628429, 2.8810622852023053, 1.2979014072476363, 0.5278804952778466, 2.7607470387365756, 1.906288106267045, 2.551742624945757, 0.9387493496987876, 0.7549904105139941, 0.8886130299510026, 0.7944300589038102, 2.2601288993184157, 0.42981168300640293, 4.708800374007806, 1.2041678334154733, 3.388964184900609, 8.241933293458892]","[True, False, True, False, True, True, True, True, True, True, False, True, True, True, True, False, False, True, True, False, False, False, False, False, True, True, True, True, False, False, False, False, False, False, False, False]","[1, 2, 3, 4, 5, 7]","[0, 2, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 17, 18, 24, 25, 26, 27]",-8.6555489925217,42.827841404564225,67847.1622294248,1.776023628662717,0.2390897188942314
